"text","title"
"forms, politically and scientifically; and I give here an extract from","Twenty Thousand Leagues under the Sea"
"a carefully-studied article which I published in the number of the 30th","Twenty Thousand Leagues under the Sea"
"of April. It ran as follows:—","Twenty Thousand Leagues under the Sea"
"","Twenty Thousand Leagues under the Sea"
"“After examining one by one the different hypotheses, rejecting all","Twenty Thousand Leagues under the Sea"
"other suggestions, it becomes necessary to admit the existence of a","Twenty Thousand Leagues under the Sea"
"marine animal of enormous power.","Twenty Thousand Leagues under the Sea"
"","Twenty Thousand Leagues under the Sea"
"“The great depths of the ocean are entirely unknown to us. Soundings","Twenty Thousand Leagues under the Sea"
"cannot reach them. What passes in those remote depths—what beings live,","Twenty Thousand Leagues under the Sea"
"or can live, twelve or fifteen miles beneath the surface of the","Twenty Thousand Leagues under the Sea"
"waters—what is the organisation of these animals, we can scarcely","Twenty Thousand Leagues under the Sea"
"conjecture. However, the solution of the problem submitted to me may","Twenty Thousand Leagues under the Sea"
"modify the form of the dilemma. Either we do know all the varieties of","Twenty Thousand Leagues under the Sea"
"beings which people our planet, or we do not. If we do _not_ know them","Twenty Thousand Leagues under the Sea"
"all—if Nature has still secrets in ichthyology for us, nothing is more","Twenty Thousand Leagues under the Sea"
"conformable to reason than to admit the existence of fishes, or","Twenty Thousand Leagues under the Sea"
"cetaceans of other kinds, or even of new species, of an organisation","Twenty Thousand Leagues under the Sea"
"formed to inhabit the strata inaccessible to soundings, and which an","Twenty Thousand Leagues under the Sea"
"accident of some sort, either fatastical or capricious, has brought at","Twenty Thousand Leagues under the Sea"
"long intervals to the upper level of the ocean.","Twenty Thousand Leagues under the Sea"
"","Twenty Thousand Leagues under the Sea"
"“If, on the contrary, we _do_ know all living kinds, we must","Twenty Thousand Leagues under the Sea"
"necessarily seek for the animal in question amongst those marine beings","Twenty Thousand Leagues under the Sea"
"already classed; and, in that case, I should be disposed to admit the","Twenty Thousand Leagues under the Sea"
"existence of a gigantic narwhal.","Twenty Thousand Leagues under the Sea"
"","Twenty Thousand Leagues under the Sea"
"“The common narwhal, or unicorn of the sea, often attains a length of","Twenty Thousand Leagues under the Sea"
"sixty feet. Increase its size fivefold or tenfold, give it strength","Twenty Thousand Leagues under the Sea"
"proportionate to its size, lengthen its destructive weapons, and you","Twenty Thousand Leagues under the Sea"
"obtain the animal required. It will have the proportions determined by","Twenty Thousand Leagues under the Sea"
"the officers of the _Shannon_, the instrument required by the","Twenty Thousand Leagues under the Sea"
"perforation of the _Scotia_, and the power necessary to pierce the hull","Twenty Thousand Leagues under the Sea"
"of the steamer.","Twenty Thousand Leagues under the Sea"
"","Twenty Thousand Leagues under the Sea"
"“Indeed, the narwhal is armed with a sort of ivory sword, a halberd,","Twenty Thousand Leagues under the Sea"
"according to the expression of certain naturalists. The principal tusk","Twenty Thousand Leagues under the Sea"
"has the hardness of steel. Some of these tusks have been found buried","Twenty Thousand Leagues under the Sea"
"in the bodies of whales, which the unicorn always attacks with success.","Twenty Thousand Leagues under the Sea"
"Others have been drawn out, not without trouble, from the bottoms of","Twenty Thousand Leagues under the Sea"
"ships, which they had pierced through and through, as a gimlet pierces","Twenty Thousand Leagues under the Sea"
"a barrel. The Museum of the Faculty of Medicine of Paris possesses one","Twenty Thousand Leagues under the Sea"
"of these defensive weapons, two yards and a quarter in length, and","Twenty Thousand Leagues under the Sea"
"fifteen inches in diameter at the base.","Twenty Thousand Leagues under the Sea"
"","Twenty Thousand Leagues under the Sea"
"“Very well! suppose this weapon to be six times stronger and the animal","Twenty Thousand Leagues under the Sea"
"ten times more powerful; launch it at the rate of twenty miles an hour,","Twenty Thousand Leagues under the Sea"
"and you obtain a shock capable of producing the catastrophe required.","Twenty Thousand Leagues under the Sea"
"Until further information, therefore, I shall maintain it to be a","Twenty Thousand Leagues under the Sea"
"sea-unicorn of colossal dimensions, armed not with a halberd, but with","Twenty Thousand Leagues under the Sea"
"a real spur, as the armoured frigates, or the ‘rams’ of war, whose","Twenty Thousand Leagues under the Sea"
"massiveness and motive power it would possess at the same time. Thus","Twenty Thousand Leagues under the Sea"
"may this puzzling phenomenon be explained, unless there be something","Twenty Thousand Leagues under the Sea"
"over and above all that one has ever conjectured, seen, perceived, or","Twenty Thousand Leagues under the Sea"
"experienced; which is just within the bounds of possibility.”","Twenty Thousand Leagues under the Sea"
"","Twenty Thousand Leagues under the Sea"
"These last words were cowardly on my part; but, up to a certain point,","Twenty Thousand Leagues under the Sea"
"I wished to shelter my dignity as Professor, and not give too much","Twenty Thousand Leagues under the Sea"
"cause for laughter to the Americans, who laugh well when they do laugh.","Twenty Thousand Leagues under the Sea"
"","Twenty Thousand Leagues under the Sea"
"I reserved for myself a way of escape. In effect, however, I admitted","Twenty Thousand Leagues under the Sea"
"the existence of the “monster.” My article was warmly discussed, which","Twenty Thousand Leagues under the Sea"
"procured it a high reputation. It rallied round it a certain number of","Twenty Thousand Leagues under the Sea"
"partisans. The solution it proposed gave, at least, full liberty to the","Twenty Thousand Leagues under the Sea"
"imagination. The human mind delights in grand conceptions of","Twenty Thousand Leagues under the Sea"
"supernatural beings. And the sea is precisely their best vehicle, the","Twenty Thousand Leagues under the Sea"
"only medium through which these giants (against which terrestrial","Twenty Thousand Leagues under the Sea"
"animals, such as elephants or rhinoceroses, are as nothing) can be","Twenty Thousand Leagues under the Sea"
"produced or developed.","Twenty Thousand Leagues under the Sea"
"","Twenty Thousand Leagues under the Sea"
"The industrial and commercial papers treated the question chiefly from","Twenty Thousand Leagues under the Sea"
"this point of view. The _Shipping and Mercantile Gazette_, the _Lloyd’s","Twenty Thousand Leagues under the Sea"
"List_, the _Packet-Boat_, and the _Maritime and Colonial Review_, all","Twenty Thousand Leagues under the Sea"
"papers devoted to insurance companies which threatened to raise their","Twenty Thousand Leagues under the Sea"
"rates of premium, were unanimous on this point. Public opinion had been","Twenty Thousand Leagues under the Sea"
"pronounced. The United States were the first in the field; and in New","Twenty Thousand Leagues under the Sea"
"York they made preparations for an expedition destined to pursue this","Twenty Thousand Leagues under the Sea"
"narwhal. A frigate of great speed, the _Abraham Lincoln_, was put in","Twenty Thousand Leagues under the Sea"
"commission as soon as possible. The arsenals were opened to Commander","Twenty Thousand Leagues under the Sea"
"Farragut, who hastened the arming of his frigate; but, as it always","Twenty Thousand Leagues under the Sea"
"happens, the moment it was decided to pursue the monster, the monster","Twenty Thousand Leagues under the Sea"
"did not appear. For two months no one heard it spoken of. No ship met","Twenty Thousand Leagues under the Sea"
"with it. It seemed as if this unicorn knew of the plots weaving around","Twenty Thousand Leagues under the Sea"
"it. It had been so much talked of, even through the Atlantic cable,","Twenty Thousand Leagues under the Sea"
"that jesters pretended that this slender fly had stopped a telegram on","Twenty Thousand Leagues under the Sea"
"its passage and was making the most of it.","Twenty Thousand Leagues under the Sea"
"","Twenty Thousand Leagues under the Sea"
"So when the frigate had been armed for a long campaign, and provided","Twenty Thousand Leagues under the Sea"
"with formidable fishing apparatus, no one could tell what course to","Twenty Thousand Leagues under the Sea"
"pursue. Impatience grew apace, when, on the 2nd of July, they learned","Twenty Thousand Leagues under the Sea"
"that a steamer of the line of San Francisco, from California to","Twenty Thousand Leagues under the Sea"
"Shanghai, had seen the animal three weeks before in the North Pacific","Twenty Thousand Leagues under the Sea"
"Ocean. The excitement caused by this news was extreme. The ship was","Twenty Thousand Leagues under the Sea"
"revictualled and well stocked with coal.","Twenty Thousand Leagues under the Sea"
"","Twenty Thousand Leagues under the Sea"
"Three hours before the _Abraham Lincoln_ left Brooklyn pier, I received","Twenty Thousand Leagues under the Sea"
"a letter worded as follows:—","Twenty Thousand Leagues under the Sea"
"","Twenty Thousand Leagues under the Sea"
"","Twenty Thousand Leagues under the Sea"
"“To M. ARONNAX, Professor in the Museum of Paris, Fifth Avenue Hotel,","Twenty Thousand Leagues under the Sea"
"New York.","Twenty Thousand Leagues under the Sea"
"","Twenty Thousand Leagues under the Sea"
"“SIR,—If you will consent to join the _Abraham Lincoln_ in this","Twenty Thousand Leagues under the Sea"
"expedition, the Government of the United States will with pleasure see","Twenty Thousand Leagues under the Sea"
"France represented in the enterprise. Commander Farragut has a cabin at","Twenty Thousand Leagues under the Sea"
"your disposal.","Twenty Thousand Leagues under the Sea"
"","Twenty Thousand Leagues under the Sea"
"","Twenty Thousand Leagues under the Sea"
"“Very cordially yours,","Twenty Thousand Leagues under the Sea"
"“J.B. HOBSON,","Twenty Thousand Leagues under the Sea"
"“Secretary of Marine.”","Twenty Thousand Leagues under the Sea"
"","Twenty Thousand Leagues under the Sea"
"","Twenty Thousand Leagues under the Sea"
"","Twenty Thousand Leagues under the Sea"
"","Twenty Thousand Leagues under the Sea"
"CHAPTER III","Twenty Thousand Leagues under the Sea"
"I FORM MY RESOLUTION","Twenty Thousand Leagues under the Sea"
"","Twenty Thousand Leagues under the Sea"
"","Twenty Thousand Leagues under the Sea"
"Three seconds before the arrival of J. B. Hobson’s letter, I no more","Twenty Thousand Leagues under the Sea"
"thought of pursuing the unicorn than of attempting the passage of the","Twenty Thousand Leagues under the Sea"
"North Sea. Three seconds after reading the letter of the honourable","Twenty Thousand Leagues under the Sea"
"Secretary of Marine, I felt that my true vocation, the sole end of my","Twenty Thousand Leagues under the Sea"
"life, was to chase this disturbing monster, and purge it from the","Twenty Thousand Leagues under the Sea"
